perturbagen	down-imputed	down-measured	up-imputed	up-measured
BRD-K69328504	75	109	36	80
BRD-K69347381	0	2	1	0
BRD-K69392286	0	0	1	2
BRD-K69406317	0	0	0	8
BRD-K69420053	0	2	0	2
BRD-K69422440	0	2	0	3
BRD-K69423345	0	1	0	0
BRD-K69425327	1	0	1	0
BRD-K69429207	0	5	0	1
BRD-K69438871	1	5	0	3
BRD-K69441986	0	2	1	9
BRD-K69449860	0	0	1	2
BRD-K69449918	0	4	1	2
BRD-K69470111	0	0	0	2
BRD-K69471245	0	3	5	2
BRD-K69480620	15	9	3	0
BRD-K69482343	0	1	0	3
BRD-K69496360	0	3	0	1
BRD-K69498175	0	9	1	4
BRD-K69500068	38	72	3	14
BRD-K69501658	1	1	0	2
BRD-K69503483	0	0	0	1
BRD-K69516039	0	2	0	5
BRD-K69548259	0	0	1	1
BRD-K69556541	0	1	0	0
BRD-K69569876	3	19	4	14
BRD-K69573138	0	0	1	0
BRD-K69589246	0	1	0	1
BRD-K69600043	3	16	3	9
BRD-K69603398	2	3	0	2
BRD-K69608737	0	4	0	3
BRD-K69616553	0	5	1	2
BRD-K69649444	1	1	0	3
BRD-K69650333	560	178	440	209
BRD-K69661816	2	1	1	0
BRD-K69664985	1	0	1	0
BRD-K69672023	0	0	0	1
BRD-K69672299	0	0	0	1
BRD-K69672581	2	6	0	1
BRD-K69676861	0	2	0	2
BRD-K69681876	0	10	1	3
BRD-K69688083	0	0	1	2
BRD-K69690935	0	1	0	1
BRD-K69692345	0	0	0	2
BRD-K69695287	0	4	0	3
BRD-K69705756	0	3	0	9
BRD-K69719681	0	3	1	1
BRD-K69726342	1	9	0	6
BRD-K69735552	2	0	0	0
BRD-K69743918	0	9	0	3
BRD-K69747917	0	6	0	4
BRD-K69760878	0	1	1	2
BRD-K69763916	0	0	1	0
BRD-K69768745	2	1	0	0
BRD-K69791739	0	2	0	1
BRD-K69792693	0	2	0	5
BRD-K69792860	0	4	0	3
BRD-K69795440	0	2	0	0
BRD-K69805180	0	2	1	6
BRD-K69806016	0	1	0	0
BRD-K69812556	5	12	7	8
BRD-K69827766	0	4	0	0
BRD-K69834151	0	0	0	1
BRD-K69837166	1	4	0	6
BRD-K69840642	507	300	493	293
BRD-K69841970	1	1	0	3
BRD-K69852452	583	198	417	165
BRD-K69885235	6	23	4	14
BRD-K69886508	1	4	1	7
BRD-K69888333	6	29	1	13
BRD-K69894866	45	73	1	42
BRD-K69930474	1	11	2	6
BRD-K69932463	522	272	478	271
BRD-K69936404	0	4	0	7
BRD-K69936629	0	3	0	0
BRD-K69947829	6	14	1	14
BRD-K69951274	2	5	2	2
BRD-K69983865	1	1	1	3
BRD-K70012251	0	7	0	3
BRD-K70016992	3	6	1	1
BRD-K70018966	0	0	0	1
BRD-K70052069	0	2	1	3
BRD-K70052774	0	0	0	1
BRD-K70054078	0	4	1	6
BRD-K70068422	0	3	1	0
BRD-K70068608	1	1	2	6
BRD-K70074151	0	5	1	0
BRD-K70077013	4	44	4	39
BRD-K70086257	1	2	0	1
BRD-K70108530	2	0	0	0
BRD-K70109596	15	10	3	3
BRD-K70115829	0	3	0	3
BRD-K70125131	0	4	0	2
BRD-K70131229	1	9	2	2
BRD-K70153099	0	1	0	0
BRD-K70158168	1	4	0	2
BRD-K70161581	24	43	38	33
BRD-K70163715	1	4	1	6
BRD-K70165037	0	1	0	2
BRD-K70165913	7	12	5	3
BRD-K70166659	0	3	0	1
BRD-K70200040	2	5	5	6
BRD-K70210716	8	10	0	4
BRD-K70237789	6	9	1	5
BRD-K70243592	0	1	0	3
BRD-K70251741	0	5	0	7
BRD-K70252286	1	0	2	2
BRD-K70264850	0	2	0	1
BRD-K70272514	5	16	3	10
BRD-K70281171	1	0	0	0
BRD-K70301876	0	1	0	0
BRD-K70318404	0	1	0	1
BRD-K70327167	10	32	6	4
BRD-K70327191	0	8	0	7
BRD-K70330367	0	2	1	2
BRD-K70337365	1	2	0	1
BRD-K70345064	1	21	3	4
BRD-K70358157	0	1	0	1
BRD-K70358946	0	4	0	6
BRD-K70392319	0	6	1	4
BRD-K70397964	9	52	14	36
BRD-K70399291	0	0	1	0
BRD-K70401845	27	56	12	50
BRD-K70415218	0	1	0	2
BRD-K70433089	0	2	0	1
BRD-K70469022	0	4	0	2
BRD-K70487031	1	5	2	8
BRD-K70489510	2	34	11	29
BRD-K70490179	2	22	1	13
BRD-K70492429	1	1	0	1
BRD-K70503895	0	8	0	6
BRD-K70504303	0	2	2	0
BRD-K70505054	0	0	0	1
BRD-K70508482	1	0	0	0
BRD-K70511574	8	10	5	12
BRD-K70524666	0	4	0	6
BRD-K70549064	528	193	472	237
BRD-K70551857	0	2	2	3
BRD-K70555272	3	21	24	26
BRD-K70557564	0	2	0	0
BRD-K70559158	0	4	1	0
BRD-K70577657	14	38	5	10
BRD-K70578146	549	188	451	248
BRD-K70581786	0	3	1	2
BRD-K70590207	1	3	1	0
BRD-K70595525	53	67	19	117
BRD-K70617194	9	15	7	21
BRD-K70630513	4	6	3	2
BRD-K70631162	0	2	0	0
BRD-K70638773	0	3	0	1
BRD-K70647219	0	8	1	8
BRD-K70653194	1	1	1	4
BRD-K70669970	0	5	0	4
BRD-K70689011	0	4	0	5
BRD-K70693222	0	2	0	0
BRD-K70697816	0	4	0	0
BRD-K70711508	1	1	1	0
BRD-K70714754	2	8	1	3
BRD-K70727050	4	9	1	2
BRD-K70748405	0	2	1	3
BRD-K70751730	0	0	0	1
BRD-K70751797	0	1	0	1
BRD-K70756309	0	0	0	1
BRD-K70771662	0	12	4	21
BRD-K70778732	0	1	0	0
BRD-K70783031	3	10	2	0
BRD-K70792160	7	36	17	37
BRD-K70794677	1	2	0	2
BRD-K70797508	3	4	2	0
BRD-K70799801	11	46	1	23
BRD-K70804088	0	2	0	2
BRD-K70810261	4	6	0	3
BRD-K70821460	2	2	2	6
BRD-K70831943	1	12	1	4
BRD-K70836798	1	3	3	2
BRD-K70852733	0	4	0	0
BRD-K70860307	0	3	1	0
BRD-K70868165	1	2	0	3
BRD-K70871370	0	1	0	2
BRD-K70874643	0	10	0	2
BRD-K70875408	0	40	0	9
BRD-K70880645	1	5	2	1
BRD-K70881766	0	1	0	0
BRD-K70883034	0	0	0	1
BRD-K70891562	2	20	3	10
BRD-K70900504	7	5	1	3
BRD-K70901996	1	6	0	4
BRD-K70905242	0	0	0	3
BRD-K70914287	37	49	35	39
BRD-K70917163	4	11	3	13
BRD-K70918484	0	0	1	0
BRD-K70918941	0	3	0	5
BRD-K70923866	1	1	0	0
BRD-K70947604	0	0	0	1
BRD-K70960308	0	6	0	1
BRD-K70977695	0	3	0	1
BRD-K70980943	1	5	1	9
BRD-K70983703	0	4	0	3
BRD-K71003802	64	57	53	60
BRD-K71004332	0	0	0	1
BRD-K71006572	1	5	0	2
BRD-K71031872	0	6	2	4
BRD-K71035033	4	7	0	1
BRD-K71038516	3	3	0	0
BRD-K71053953	0	8	2	8
BRD-K71055333	1	1	0	0
BRD-K71059148	0	1	1	0
BRD-K71059170	5	45	3	16
BRD-K71073890	2	5	3	4
BRD-K71075093	0	4	0	5
BRD-K71095875	0	0	0	1
BRD-K71100175	3	4	5	2
BRD-K71101608	1	8	0	0
BRD-K71103788	0	2	0	3
BRD-K71104315	3	8	1	1
BRD-K71125014	0	4	2	4
BRD-K71133585	2	10	0	6
BRD-K71138616	18	32	22	22
BRD-K71142328	0	1	0	2
BRD-K71151012	0	2	1	0
BRD-K71154829	1	2	1	0
BRD-K71156053	0	3	0	1
BRD-K71166745	0	1	0	0
BRD-K71169857	1	3	0	0
BRD-K71172276	0	7	0	3
BRD-K71182858	0	1	1	2
BRD-K71188711	40	55	2	42
BRD-K71195237	1	7	0	3
BRD-K71199328	0	6	0	10
BRD-K71225733	0	1	1	1
BRD-K71249580	2	4	0	8
BRD-K71254586	0	5	0	1
BRD-K71265179	4	39	1	28
BRD-K71266197	6	6	2	2
BRD-K71271296	0	2	0	2
BRD-K71287386	0	3	0	0
BRD-K71292008	0	0	0	1
BRD-K71302181	2	5	1	0
BRD-K71303366	29	52	0	36
BRD-K71322910	0	1	0	0
BRD-K71328603	0	1	1	3
BRD-K71329594	0	2	1	2
BRD-K71339761	2	15	4	13
BRD-K71353148	0	2	0	1
BRD-K71353154	0	2	0	2
BRD-K71361154	0	6	0	7
BRD-K71379723	1	6	1	1
BRD-K71380401	0	0	1	0
BRD-K71382703	0	2	0	0
BRD-K71386122	0	3	0	3
BRD-K71387353	1	4	0	1
BRD-K71401720	1	4	0	1
BRD-K71404640	2	4	0	1
BRD-K71424888	0	12	2	13
BRD-K71427192	0	0	0	1
BRD-K71430621	2	13	0	5
BRD-K71448503	0	4	0	2
BRD-K71451869	1	3	0	2
BRD-K71452159	5	6	3	3
BRD-K71459980	0	4	0	5
BRD-K71479066	1	9	0	0
BRD-K71489689	0	1	0	0
BRD-K71498541	0	8	1	5
BRD-K71499074	1	0	0	1
BRD-K71504944	0	1	1	0
BRD-K71512533	1	7	0	1
BRD-K71523760	0	2	0	0
BRD-K71531260	0	2	0	2
BRD-K71534238	0	2	0	1
BRD-K71540580	0	8	3	8
BRD-K71552035	2	3	0	4
BRD-K71552321	0	2	2	4
BRD-K71554540	0	1	0	3
BRD-K71555338	0	1	0	2
BRD-K71571889	0	0	0	4
BRD-K71574320	2	1	0	1
BRD-K71585748	0	5	1	2
BRD-K71585907	0	2	0	1
BRD-K71599932	1	0	0	0
BRD-K71604153	4	22	2	12
BRD-K71611609	0	1	0	0
BRD-K71612465	4	31	2	10
BRD-K71631401	3	2	0	0
BRD-K71636675	0	2	0	0
BRD-K71650306	0	5	2	2
BRD-K71670746	0	0	0	6
BRD-K71671265	0	3	0	0
BRD-K71672626	5	6	1	1
BRD-K71672862	0	7	0	1
BRD-K71674109	0	3	0	8
BRD-K71701252	2	14	0	13
BRD-K71710045	0	10	2	10
BRD-K71714567	0	0	0	2
BRD-K71718338	0	3	0	1
BRD-K71726959	302	146	241	139
BRD-K71731651	0	1	0	2
BRD-K71742078	2	41	1	20
BRD-K71746288	1	1	2	5
BRD-K71746704	1	3	1	5
BRD-K71752918	1	1	0	0
BRD-K71761811	0	0	0	4
BRD-K71777270	1	2	1	0
BRD-K71779338	2	7	0	5
BRD-K71799778	214	130	230	104
BRD-K71799949	1	3	0	2
BRD-K71805031	2	0	0	0
BRD-K71819159	2	10	1	4
BRD-K71823332	2	4	0	1
BRD-K71835137	1	0	0	2
BRD-K71855031	0	13	0	3
BRD-K71855503	0	0	1	1
BRD-K71857815	0	1	0	1
BRD-K71860425	0	7	1	1
BRD-K71877850	0	1	0	1
BRD-K71879491	5	38	15	47
BRD-K71894218	1	3	3	1
BRD-K71917235	0	6	0	5
BRD-K71921803	2	0	0	2
BRD-K71926323	0	1	0	0
BRD-K71932341	0	5	1	5
BRD-K71935468	16	71	61	58
BRD-K71935941	3	4	1	3
BRD-K71943487	2	16	1	3
BRD-K71947697	1	6	4	4
BRD-K71970656	0	3	0	1
BRD-K71982936	0	1	0	1
BRD-K72015216	3	10	4	3
BRD-K72024482	0	0	0	1
BRD-K72029282	0	0	0	1
BRD-K72034655	0	2	0	1
BRD-K72042177	0	4	1	6
BRD-K72051249	0	3	0	0
BRD-K72055444	0	0	0	1
BRD-K72061918	2	11	1	3
BRD-K72064822	2	8	3	4
BRD-K72066167	0	6	0	4
BRD-K72072435	0	2	0	0
BRD-K72072919	8	12	4	6
BRD-K72093121	1	7	0	0
BRD-K72118202	0	5	0	2
BRD-K72147201	0	1	3	3
BRD-K72150200	0	2	1	2
BRD-K72161580	0	1	0	1
BRD-K72166146	0	2	0	0
BRD-K72174974	0	1	0	0
BRD-K72192970	0	1	0	1
BRD-K72219469	0	2	0	0
BRD-K72234025	0	7	2	7
BRD-K72238567	567	208	433	255
BRD-K72259270	0	0	0	1
BRD-K72264770	1	1	0	8
BRD-K72267874	4	36	6	29
BRD-K72269288	0	1	0	1
BRD-K72282141	1	5	1	0
BRD-K72299443	3	5	0	2
BRD-K72303429	0	1	0	3
BRD-K72307842	4	28	8	25
BRD-K72316999	0	1	0	2
BRD-K72318460	0	0	0	1
BRD-K72343629	3	21	1	15
BRD-K72354054	121	114	91	97
BRD-K72360839	0	4	1	2
BRD-K72375447	0	4	0	1
BRD-K72381041	0	2	1	7
BRD-K72381300	9	8	5	9
BRD-K72382350	0	2	0	2
BRD-K72391864	0	1	0	1
BRD-K72414522	402	173	374	189
BRD-K72420232	5	21	3	13
BRD-K72424685	2	0	0	1
BRD-K72425572	7	47	4	31
BRD-K72429558	5	5	1	2
BRD-K72443777	0	4	1	0
BRD-K72449498	1	7	2	4
BRD-K72451865	8	38	9	39
BRD-K72461570	1	1	1	1
BRD-K72462751	1	18	2	9
BRD-K72462994	0	2	0	1
BRD-K72463020	0	1	2	0
BRD-K72490684	0	1	0	0
BRD-K72504866	1	1	1	1
BRD-K72505034	0	1	0	0
BRD-K72505722	0	1	0	2
BRD-K72515004	0	0	0	1
BRD-K72516992	0	3	0	1
BRD-K72539944	0	2	0	1
BRD-K72541103	2	14	0	2
BRD-K72542090	0	1	1	0
BRD-K72561299	129	102	69	60
BRD-K72567746	4	7	1	2
BRD-K72615639	68	66	48	50
BRD-K72620090	0	0	0	2
BRD-K72624437	4	5	4	2
BRD-K72636697	224	149	342	123
BRD-K72636868	2	6	1	0
BRD-K72676686	2	2	0	1
BRD-K72676786	0	1	1	1
BRD-K72692763	5	7	4	2
BRD-K72703948	9	64	6	44
BRD-K72723676	19	50	8	51
BRD-K72726508	0	2	1	10
BRD-K72732164	0	1	0	1
BRD-K72736188	2	6	3	5
BRD-K72765491	1	4	0	1
BRD-K72766058	0	1	1	0
BRD-K72772617	0	2	0	0
BRD-K72780683	0	1	0	1
BRD-K72783054	0	0	0	1
BRD-K72783841	1	9	2	11
BRD-K72787121	0	3	0	1
BRD-K72795491	0	13	0	5
BRD-K72798501	6	10	2	5
BRD-K72808738	0	2	0	3
BRD-K72816382	0	2	1	0
BRD-K72817452	0	3	0	4
BRD-K72827150	0	12	0	2
BRD-K72837898	0	3	0	5
BRD-K72853990	0	3	0	4
BRD-K72864428	1	3	1	0
BRD-K72869385	0	0	1	1
BRD-K72883421	0	1	0	1
BRD-K72895815	1	32	9	39
BRD-K72903603	6	3	0	1
BRD-K72913953	3	11	1	5
BRD-K72915790	2	3	0	0
BRD-K72956282	0	1	0	1
BRD-K72972600	4	0	1	1
BRD-K72980353	1	3	2	2
BRD-K72980834	0	0	0	1
BRD-K72988703	0	4	0	0
BRD-K72993421	0	2	0	5
BRD-K72996713	1	1	1	2
BRD-K72999223	0	6	0	5
BRD-K73004613	0	1	0	1
BRD-K73006286	0	2	0	0
BRD-K73008154	209	129	77	97
BRD-K73028742	3	6	1	2
BRD-K73037408	236	188	131	159
BRD-K73044562	2	9	0	3
BRD-K73044744	236	130	57	71
BRD-K73059376	0	4	0	1
BRD-K73061717	0	3	0	2
BRD-K73080020	0	9	1	3
BRD-K73082558	0	1	0	0
BRD-K73096266	0	1	0	0
BRD-K73099734	0	0	0	2
BRD-K73104592	0	6	0	3
BRD-K73109821	4	31	3	13
BRD-K73118655	0	4	2	2
BRD-K73121863	1	5	0	3
BRD-K73125384	0	0	0	8
BRD-K73143528	0	1	0	0
BRD-K73146135	13	9	1	4
BRD-K73155123	0	7	0	14
BRD-K73166612	0	1	2	4
BRD-K73170797	0	1	0	1
BRD-K73183319	2	16	2	1
BRD-K73196317	2	4	1	2
BRD-K73205140	0	6	0	5
BRD-K73224765	0	4	1	5
BRD-K73230533	0	6	1	8
BRD-K73238422	0	0	1	1
BRD-K73251053	2	16	0	6
BRD-K73255556	0	0	0	2
BRD-K73261812	175	128	194	113
BRD-K73276569	1	3	0	1
BRD-K73281599	0	4	2	1
BRD-K73282213	0	0	0	1
BRD-K73285375	0	1	0	4
BRD-K73288268	6	11	4	6
BRD-K73290601	0	5	3	1
BRD-K73290745	0	3	2	9
BRD-K73293050	18	29	7	17
BRD-K73297432	0	3	1	3
BRD-K73304092	2	47	5	44
BRD-K73315009	0	1	1	3
BRD-K73319509	1	6	1	7
BRD-K73323637	0	6	0	4
BRD-K73329392	13	13	1	2
BRD-K73334721	0	1	0	0
BRD-K73360774	0	1	0	0
BRD-K73365449	0	6	0	7
BRD-K73368362	3	6	2	3
BRD-K73371640	1	0	0	0
BRD-K73388067	1	1	0	5
BRD-K73391359	7	23	2	3
BRD-K73394555	0	4	1	0
BRD-K73395020	519	217	418	149
BRD-K73397362	7	15	2	15
BRD-K73397518	7	16	5	5
BRD-K73400194	2	17	2	20
BRD-K73408523	2	4	2	0
BRD-K73427206	1	33	4	3
BRD-K73428213	1	6	1	3
BRD-K73434853	0	2	2	4
BRD-K73437736	0	1	0	2
BRD-K73439593	0	21	1	6
BRD-K73453061	1	2	1	3
BRD-K73459720	0	1	0	3
BRD-K73474555	1	21	0	9
BRD-K73483999	1	2	1	3
BRD-K73500089	0	1	0	0
BRD-K73517272	0	0	0	3
BRD-K73522157	0	6	1	1
BRD-K73533033	9	9	2	0
BRD-K73541271	1	4	2	0
BRD-K73542906	1	13	1	4
BRD-K73555595	0	1	0	0
BRD-K73567619	1	1	0	5
BRD-K73575094	4	21	0	5
BRD-K73589401	0	1	0	2
BRD-K73589491	1	0	0	2
BRD-K73592400	0	2	0	5
BRD-K73601942	0	5	0	2
BRD-K73602693	0	0	0	2
BRD-K73610817	185	115	78	76
BRD-K73627655	0	2	1	1
BRD-K73639776	2	6	1	1
BRD-K73642355	0	2	0	0
BRD-K73658839	0	3	0	4
BRD-K73664775	0	2	0	0
BRD-K73700643	1	0	0	1
BRD-K73707305	1	1	0	0
BRD-K73709114	0	0	0	2
BRD-K73716473	0	1	0	0
BRD-K73737710	0	2	0	2
BRD-K73769216	1	0	0	1
BRD-K73788182	1	0	0	2
BRD-K73789395	163	104	189	104
BRD-K73804157	0	1	0	3
BRD-K73819439	0	0	0	1
BRD-K73824371	0	0	1	0
BRD-K73824630	1	3	0	4
BRD-K73825454	0	7	0	9
BRD-K73843002	0	2	1	1
BRD-K73873786	1	6	0	3
BRD-K73888531	1	0	0	1
BRD-K73898073	0	3	0	1
BRD-K73907604	0	0	0	1
BRD-K73911580	0	1	1	1
BRD-K73928524	0	1	1	0
BRD-K73937887	3	3	1	2
BRD-K73939795	0	1	0	0
BRD-K73942053	0	0	0	3
BRD-K73945663	0	5	0	6
BRD-K73947551	1	2	1	0
BRD-K73951926	2	4	0	5
BRD-K73978287	3	2	1	6
BRD-K73982490	1	6	2	11
BRD-K73991644	0	8	12	27
BRD-K74020160	1	2	1	0
BRD-K74029109	0	1	0	0
BRD-K74042281	0	1	1	1
BRD-K74042299	1	2	0	4
BRD-K74043769	0	13	1	16
BRD-K74046820	0	0	0	2
BRD-K74055572	0	5	3	6
BRD-K74065929	6	22	7	28
BRD-K74085580	0	0	1	3
BRD-K74094800	1	0	0	2
BRD-K74101931	0	1	0	1
BRD-K74109131	1	1	0	1
BRD-K74109371	0	2	0	1
BRD-K74112339	0	2	0	0
BRD-K74117820	0	6	2	15
BRD-K74127463	3	2	1	4
BRD-K74133369	3	22	16	26
BRD-K74141488	0	0	1	1
BRD-K74148702	567	265	433	320
BRD-K74152422	0	1	2	0
BRD-K74152472	8	5	3	1
BRD-K74155249	19	34	9	29
BRD-K74162965	0	1	0	0
BRD-K74163137	1	2	0	2
BRD-K74176882	19	76	19	42
BRD-K74185228	8	4	2	1
BRD-K74189021	0	4	0	1
BRD-K74192638	2	1	2	1
BRD-K74195153	2	1	0	0
BRD-K74206117	2	4	1	1
BRD-K74211371	1	10	0	1
BRD-K74212935	1	6	0	2
BRD-K74227932	0	2	0	1
BRD-K74228917	5	33	2	28
BRD-K74236984	1	1	0	0
BRD-K74260000	0	1	0	0
BRD-K74260403	0	2	0	1
BRD-K74287511	4	6	1	2
BRD-K74292317	0	7	1	2
BRD-K74294292	0	3	1	3
BRD-K74305285	3	11	1	8
BRD-K74305673	570	286	430	228
BRD-K74316684	32	54	0	30
BRD-K74318028	1	17	2	19
BRD-K74325648	2	5	1	2
BRD-K74329753	1	1	0	0
BRD-K74345748	0	1	0	0
BRD-K74348865	1	1	0	1
BRD-K74381836	3	41	18	33
BRD-K74402642	498	328	502	240
BRD-K74428993	1	2	0	3
BRD-K74429632	1	4	0	3
BRD-K74430258	1	2	1	2
BRD-K74436011	0	5	0	0
BRD-K74446951	0	1	0	4
BRD-K74447990	0	1	0	0
BRD-K74461819	3	37	6	32
BRD-K74486276	2	21	1	30
BRD-K74489738	0	1	0	0
BRD-K74495399	2	4	3	3
BRD-K74501079	0	11	1	4
BRD-K74504761	0	1	0	2
BRD-K74506886	1	8	2	5
BRD-K74507776	0	0	1	2
BRD-K74514084	11	58	17	42
BRD-K74530260	0	5	0	3
BRD-K74534237	0	0	0	1
BRD-K74548617	1	3	0	4
BRD-K74553461	0	4	0	1
BRD-K74556269	0	1	0	1
BRD-K74561903	0	2	0	2
BRD-K74566474	0	4	1	1
BRD-K74569352	0	1	0	3
BRD-K74594501	7	10	4	4
BRD-K74606027	0	0	0	2
BRD-K74623475	1	2	6	16
BRD-K74639017	0	4	0	5
BRD-K74647590	0	5	3	0
BRD-K74659851	1	1	0	1
BRD-K74663820	6	2	0	1
BRD-K74671783	1	10	2	0
BRD-K74690444	0	4	0	6
BRD-K74702716	0	2	0	2
BRD-K74704013	6	8	0	0
BRD-K74709515	0	6	2	0
BRD-K74710236	622	187	378	140
BRD-K74711277	0	1	0	1
BRD-K74711637	0	1	0	1
BRD-K74728819	0	0	0	1
BRD-K74733595	97	69	25	74
BRD-K74741811	2	6	1	8
BRD-K74757268	0	2	1	3
BRD-K74761218	297	114	239	123
BRD-K74763371	0	1	0	0
BRD-K74765201	0	1	0	1
BRD-K74767048	1	2	0	2
BRD-K74777906	0	2	0	0
BRD-K74782274	10	5	0	2
BRD-K74793820	1	5	0	1
BRD-K74796495	0	1	0	0
BRD-K74797618	14	62	41	50
BRD-K74799293	0	1	0	1
BRD-K74820615	1	2	0	2
BRD-K74823284	0	2	0	1
BRD-K74840245	0	12	2	6
BRD-K74842589	34	73	37	36
BRD-K74843557	0	0	0	1
BRD-K74864389	0	2	0	1
BRD-K74865981	4	3	1	5
BRD-K74868206	71	70	19	106
BRD-K74894470	1	2	0	1
BRD-K74913225	0	0	1	3
BRD-K74923162	1	0	0	0
BRD-K74931283	0	2	0	2
BRD-K74949371	0	2	0	1
BRD-K74951051	0	1	0	4
BRD-K74962003	0	0	0	2
BRD-K74965436	0	1	0	3
BRD-K74980345	0	4	0	7
BRD-K74989018	0	11	0	4
BRD-K74998149	1	20	3	5
BRD-K75012089	0	5	0	0
BRD-K75035820	5	75	1	79
BRD-K75037734	2	6	1	2
BRD-K75040614	0	1	0	0
BRD-K75048204	2	13	3	3
BRD-K75051049	1	10	0	6
BRD-K75065443	0	2	1	3
BRD-K75081836	350	144	334	145
BRD-K75085700	1	2	1	0
BRD-K75091523	7	12	4	4
BRD-K75111717	0	3	2	2
BRD-K75117691	2	6	1	3
BRD-K75128590	3	8	1	2
BRD-K75152103	0	3	0	3
BRD-K75155876	2	10	0	0
BRD-K75179331	2	7	1	2
BRD-K75181824	0	1	0	2
BRD-K75199888	0	2	0	0
BRD-K75234292	0	3	1	7
BRD-K75252623	0	3	0	2
BRD-K75264577	2	6	2	1
BRD-K75265238	0	5	0	6
BRD-K75265760	0	9	1	1
BRD-K75291656	0	1	0	1
BRD-K75295174	2	47	11	72
BRD-K75296800	0	1	0	0
BRD-K75297646	1	2	0	0
BRD-K75304533	0	2	1	1
BRD-K75308783	13	45	8	46
BRD-K75313893	4	5	5	1
BRD-K75315865	2	9	0	11
BRD-K75322905	0	7	0	6
BRD-K75353513	5	5	0	2
BRD-K75360161	0	1	1	2
BRD-K75368232	6	25	5	11
BRD-K75381775	0	0	0	2
BRD-K75388977	0	1	0	1
BRD-K75393430	0	0	1	0
BRD-K75394059	0	1	0	2
BRD-K75403700	0	1	0	0
BRD-K75416754	1	4	0	1
BRD-K75418381	0	2	0	6
BRD-K75418563	0	7	1	7
BRD-K75430629	0	3	0	1
BRD-K75449859	0	2	0	0
BRD-K75455321	0	0	0	1
BRD-K75466013	0	1	0	2
BRD-K75467206	0	3	0	3
BRD-K75477256	0	3	1	6
BRD-K75478907	0	1	0	1
BRD-K75486920	0	5	0	1
BRD-K75512942	3	11	2	2
BRD-K75514176	2	4	1	6
BRD-K75516118	1	4	0	1
BRD-K75527158	1	5	0	16
BRD-K75532464	1	8	1	4
BRD-K75557837	0	2	0	0
BRD-K75576199	0	5	0	3
BRD-K75580081	1	4	3	3
BRD-K75609900	2	14	1	1
BRD-K75614533	0	5	1	1
BRD-K75615183	1	4	3	1
BRD-K75627148	35	96	13	87
BRD-K75633187	0	8	0	3
BRD-K75641083	0	2	0	0
BRD-K75644678	0	1	0	0
BRD-K75649340	8	33	8	30
BRD-K75666689	0	1	0	3
BRD-K75693278	1	12	1	7
BRD-K75703168	1	3	1	1
BRD-K75707803	0	1	0	3
BRD-K75717096	0	7	0	0
BRD-K75725000	0	1	0	1
BRD-K75725875	0	1	0	8
BRD-K75732649	9	0	2	0
BRD-K75749796	0	1	0	0
BRD-K75755028	0	2	0	0
BRD-K75781834	0	2	0	2
BRD-K75784474	1	9	0	3
BRD-K75809222	0	3	1	1
BRD-K75813018	11	41	6	53
BRD-K75819331	0	8	1	6
BRD-K75828577	0	1	0	2
BRD-K75832278	3	9	0	18
BRD-K75843415	0	8	2	2
BRD-K75845944	0	1	0	2
BRD-K75852825	2	9	1	5
BRD-K75856618	0	2	0	5
BRD-K75868704	1	7	1	5
BRD-K75884310	1	6	1	0
BRD-K75887136	0	6	1	4
BRD-K75903201	1	0	0	2
BRD-K75906982	0	6	3	1
BRD-K75907833	0	8	1	5
BRD-K75940587	0	0	1	0
BRD-K75958195	1	15	1	8
BRD-K75964506	0	3	0	0
BRD-K75965029	0	2	0	0
BRD-K75969390	0	14	1	5
BRD-K75971499	5	21	7	20
BRD-K75972810	0	1	1	0
BRD-K75990826	6	4	0	3
BRD-K75990896	1	4	3	2
BRD-K75997540	0	2	1	3
BRD-K75999307	1	11	5	22
BRD-K76005220	1	0	0	0
BRD-K76018977	2	1	0	5
BRD-K76021727	0	2	0	0
BRD-K76042595	0	3	0	3
BRD-K76047634	0	4	0	3
BRD-K76050206	3	7	0	6
BRD-K76064317	0	2	0	3
BRD-K76073118	0	0	0	1
BRD-K76079827	0	2	0	3
BRD-K76086682	0	1	0	2
BRD-K76097666	2	4	0	15
BRD-K76103428	0	14	0	1
BRD-K76132378	0	1	0	0
BRD-K76133116	0	0	0	3
BRD-K76138094	0	1	0	0
BRD-K76150323	1	2	0	4
BRD-K76166520	0	3	0	2
BRD-K76188144	2	4	0	1
BRD-K76205745	0	2	1	4
BRD-K76211160	0	1	0	1
BRD-K76223260	0	1	1	1
BRD-K76224440	1	5	0	1
BRD-K76236182	8	22	1	25
BRD-K76243153	0	3	1	5
BRD-K76243603	4	11	0	2
BRD-K76252019	0	2	0	3
BRD-K76264608	5	3	0	3
BRD-K76269493	0	4	1	5
BRD-K76269942	2	8	1	4
BRD-K76274772	0	1	0	1
BRD-K76276139	0	5	0	3
BRD-K76293253	0	2	0	2
BRD-K76293260	0	0	0	1
BRD-K76304753	0	5	0	0
BRD-K76318793	0	1	0	0
BRD-K76352008	0	1	0	0
BRD-K76352755	0	1	0	1
BRD-K76357752	0	0	1	1
BRD-K76358141	0	1	0	2
BRD-K76359782	1	5	0	3
BRD-K76363932	0	2	0	8
BRD-K76369294	0	4	0	5
BRD-K76379937	0	1	0	3
BRD-K76381171	0	6	0	4
BRD-K76390333	0	5	0	11
